games,win_rate,draw_rate,avg_faan,policy_loss,value_loss,entropy,sec_per_game
400512,0.7109375,0.2890625,2.857142857142857,0.00043086253572255373,0.21112459525465965,0.6072339862585068,0.7799324076622725
